Date,Open,High,Low,Close,Adj Close,Volume
2015-12-01,49.740002,49.759998,47.299999,49.299999,36.676991,307800
2015-12-02,48.590000,48.970001,46.950001,48.770000,36.282692,288900
2015-12-03,48.630001,48.669998,46.150002,47.410000,35.270916,222600
2015-12-04,47.040001,47.369999,45.590000,46.310001,34.452568,282900
2015-12-07,45.750000,45.750000,42.320000,44.810001,33.336636,400400
2015-12-08,43.689999,46.509998,43.360001,43.799999,32.585239,157400
2015-12-09,43.610001,50.320000,43.230000,49.990002,37.190315,328500
2015-12-10,49.389999,49.720001,45.220001,45.630001,33.946674,275000
2015-12-11,44.220001,45.240002,43.009998,43.250000,32.176060,256400
2015-12-14,42.990002,43.560001,41.150002,42.759998,31.811523,412100
2015-12-15,43.060001,43.840000,41.290001,41.480000,30.859264,230300
2015-12-16,41.200001,43.000000,41.110001,42.450001,31.580894,216500
2015-12-17,42.570000,43.110001,41.090000,42.430000,31.566015,189600
2015-12-18,42.430000,43.320000,41.750000,42.439999,31.573458,424700
2015-12-21,43.270000,45.650002,42.639999,45.130001,33.574699,215300
2015-12-22,45.000000,48.849998,45.000000,48.110001,35.791683,347400
2015-12-23,48.799999,51.230000,48.720001,50.000000,37.197754,269400
2015-12-24,49.889999,51.110001,49.189999,49.380001,36.736507,58000
2015-12-28,48.349998,49.490002,47.490002,48.830002,36.327332,90700
2015-12-29,49.119999,50.160000,46.509998,46.869999,34.869183,243700
2015-12-30,46.009998,47.720001,46.009998,47.660000,35.456909,196400
2015-12-31,47.160000,50.720001,46.490002,49.709999,36.982010,215100
2016-01-04,49.759998,50.250000,48.770000,50.160000,37.316792,189200
2016-01-05,50.240002,50.380001,48.320000,50.250000,37.383747,179100
2016-01-06,49.279999,50.400002,49.099998,49.500000,36.825775,320900
2016-01-07,48.490002,49.830002,46.330002,46.430000,34.541843,195500
2016-01-08,46.990002,49.000000,46.450001,48.049999,35.747044,193800
2016-01-11,48.060001,48.180000,44.790001,45.669998,33.976433,180500
2016-01-12,46.349998,47.169998,42.049999,44.419998,33.046497,259100
2016-01-13,44.540001,45.619999,41.200001,42.000000,31.246117,169400
2016-01-14,42.000000,44.130001,39.639999,43.540001,32.391811,453100
2016-01-15,40.470001,43.090000,40.470001,41.500000,30.874136,186900
2016-01-19,41.549999,42.500000,37.639999,38.830002,28.887779,307800
2016-01-20,37.520000,38.049999,35.000000,36.900002,27.451946,306000
2016-01-21,37.150002,39.279999,35.759998,36.740002,27.332909,579300
2016-01-22,40.820000,42.480000,39.439999,41.730000,31.045256,384600
2016-01-25,40.500000,42.139999,38.750000,39.889999,29.676367,325000
2016-01-26,40.119999,41.509998,39.689999,41.299999,30.725348,244700
2016-01-27,41.169998,43.580002,40.279999,43.070000,32.042141,268400
2016-01-28,44.330002,46.000000,43.619999,44.490002,33.098560,236700
2016-01-29,43.599998,44.759998,42.880001,43.240002,32.825272,212700
2016-02-01,42.459999,42.459999,39.080002,41.230000,31.299400,307500
2016-02-02,40.250000,40.650002,38.570000,40.549999,30.783182,298000
2016-02-03,41.419998,43.299999,38.720001,42.900002,32.567165,249400
2016-02-04,43.130001,46.310001,42.799999,45.939999,34.874966,204600
2016-02-05,45.299999,46.869999,44.000000,44.860001,34.055088,169600
2016-02-08,44.090000,44.090000,40.119999,41.750000,31.694151,340600
2016-02-09,41.250000,41.799999,37.540001,39.680000,30.122734,452800
2016-02-10,39.250000,41.889999,38.799999,39.320000,29.849442,247900
2016-02-11,38.270000,38.919998,34.250000,35.439999,26.903971,1212700
2016-02-12,36.900002,39.810001,35.500000,39.090000,29.674837,338500
2016-02-16,39.980000,42.430000,38.570000,39.150002,29.720385,1043800
2016-02-17,40.110001,42.450001,39.220001,41.980000,31.868755,415600
2016-02-18,42.599998,44.549999,41.660000,43.980000,33.387039,265100
2016-02-19,43.150002,44.410000,42.599998,43.980000,33.387039,178400
2016-02-22,44.900002,45.000000,43.580002,44.520000,33.796970,170600
2016-02-23,44.150002,44.180000,42.000000,42.349998,32.149635,169700
2016-02-24,41.869999,44.310001,40.099998,44.040001,33.432587,169600
2016-02-25,43.000000,44.959999,41.320000,44.580002,33.842522,216500
2016-02-26,44.709999,45.700001,42.820000,42.820000,32.506439,232500
2016-02-29,43.310001,44.709999,42.639999,44.270000,33.607193,194900
2016-03-01,44.639999,44.919998,42.810001,44.660000,33.903255,275800
2016-03-02,44.180000,47.880001,43.560001,47.759998,36.256596,356500
2016-03-03,47.480000,50.450001,46.880001,49.880001,37.865974,226400
2016-03-04,50.419998,50.599998,48.259998,49.619999,37.668594,311100
2016-03-07,49.500000,51.419998,48.759998,51.259998,38.913586,348200
2016-03-08,50.259998,50.990002,47.930000,48.980000,37.182743,662600
2016-03-09,49.470001,50.220001,47.330002,47.990002,36.431194,395200
2016-03-10,47.630001,51.950001,46.750000,50.000000,37.957066,361700
2016-03-11,50.750000,51.320000,49.230000,49.980000,37.941887,324900
2016-03-14,49.220001,50.990002,48.459999,49.450001,37.539543,191000
2016-03-15,48.990002,49.090000,47.689999,48.910000,37.129612,182600
2016-03-16,49.240002,51.889999,49.160000,51.560001,39.141331,176200
2016-03-17,51.980000,55.000000,50.500000,53.270000,40.439461,236600
2016-03-18,53.720001,55.000000,51.669998,52.000000,39.475346,998700
2016-03-21,52.150002,52.799999,50.000000,50.349998,38.222771,395700
2016-03-22,49.889999,52.930000,49.509998,51.540001,39.126148,387200
2016-03-23,50.860001,51.349998,49.320000,51.220001,38.883224,369000
2016-03-24,50.259998,51.220001,49.279999,49.840000,37.835609,300400
2016-03-28,49.970001,49.970001,48.680000,48.990002,37.190338,194200
2016-03-29,48.560001,49.900002,48.000000,49.279999,37.410492,223000
2016-03-30,49.959999,50.220001,48.360001,48.669998,36.947411,293400
2016-03-31,48.299999,49.189999,47.520000,48.220001,36.605797,253500
2016-04-01,47.220001,48.060001,46.500000,47.880001,36.347694,355700
2016-04-04,47.590000,48.540001,47.259998,47.660000,36.180683,211800
2016-04-05,47.590000,48.180000,47.180000,47.529999,36.081985,201500
2016-04-06,47.790001,48.730000,47.400002,48.430000,36.765224,146700
2016-04-07,48.029999,49.480000,48.029999,48.820000,37.061291,203700
2016-04-08,50.209999,51.259998,49.080002,49.279999,37.410492,87400
2016-04-11,49.779999,51.290001,49.730000,49.919998,37.896343,162200
2016-04-12,50.000000,52.000000,49.840000,51.700001,39.247612,116200
2016-04-13,51.270000,52.540001,50.150002,52.480000,39.839741,142600
2016-04-14,52.450001,53.009998,51.500000,53.009998,40.242085,109600
2016-04-15,52.770000,53.169998,50.360001,50.799999,38.564388,121900
2016-04-18,50.000000,52.990002,49.939999,52.660000,39.976383,116700
2016-04-19,53.209999,54.139999,53.049999,53.880001,40.902538,103100
2016-04-20,53.340000,55.240002,53.340000,55.099998,41.828690,81200
2016-04-21,54.919998,57.919998,53.700001,55.349998,42.018482,230400
2016-04-22,55.380001,57.380001,54.680000,54.709999,41.532627,94900
2016-04-25,55.439999,55.439999,54.220001,54.639999,41.479485,142900
2016-04-26,54.700001,56.650002,54.619999,55.240002,41.934975,106700
2016-04-27,56.119999,57.580002,55.509998,56.520000,42.906673,128800
2016-04-28,55.509998,57.099998,54.299999,55.970001,43.168919,164700
2016-04-29,55.820000,56.730000,53.939999,54.770000,42.243370,361000
2016-05-02,54.290001,55.259998,53.240002,54.930000,42.366776,219400
2016-05-03,54.570000,54.840000,52.290001,54.320000,41.896286,541200
2016-05-04,55.349998,56.000000,53.389999,54.770000,42.243370,123800
2016-05-05,55.500000,56.330002,53.299999,53.590000,41.333248,125100
2016-05-06,51.700001,54.090000,50.910000,53.380001,41.171288,193300
2016-05-09,53.250000,53.250000,51.009998,52.000000,40.106899,251600
2016-05-10,52.070000,53.369999,51.880001,52.340000,40.369141,192300
2016-05-11,52.349998,53.090000,51.080002,51.759998,39.921791,160200
2016-05-12,52.060001,53.070000,50.990002,52.380001,40.399990,668600
2016-05-13,52.419998,53.290001,51.730000,52.439999,40.446270,109100
2016-05-16,53.009998,53.480000,51.520000,53.470001,41.240700,175200
2016-05-17,53.270000,55.080002,52.700001,54.840000,42.297367,141800
2016-05-18,54.290001,54.830002,52.860001,52.860001,40.770214,172000
2016-05-19,52.080002,54.200001,51.770000,53.990002,41.641769,164700
2016-05-20,54.130001,55.060001,53.540001,54.770000,42.243370,96000
2016-05-23,54.630001,54.630001,53.360001,53.450001,41.225269,63300
2016-05-24,53.849998,55.360001,53.500000,53.919998,41.587772,81800
2016-05-25,54.040001,54.500000,53.299999,53.750000,41.456654,60700
2016-05-26,53.980000,54.480000,53.299999,54.459999,42.004261,60800
2016-05-27,54.090000,54.860001,53.580002,54.720001,42.204800,53900
2016-05-31,54.709999,55.770000,54.700001,55.230000,42.598164,211200
2016-06-01,54.500000,56.840000,54.450001,56.810001,43.816799,130000
2016-06-02,56.400002,57.310001,55.340000,57.000000,43.963333,174300
2016-06-03,57.360001,57.669998,56.430000,56.759998,43.778221,70100
2016-06-06,57.220001,57.639999,56.419998,57.180000,44.102165,116800
2016-06-07,57.580002,58.910000,56.529999,58.240002,44.919724,160800
2016-06-08,58.520000,59.389999,58.410000,58.970001,45.482773,129800
2016-06-09,58.509998,60.220001,58.509998,59.990002,46.269478,130600
2016-06-10,59.020000,60.480000,56.840000,57.040001,43.994190,132500
2016-06-13,56.910000,57.009998,54.810001,55.500000,42.806408,166800
2016-06-14,55.279999,55.820000,53.500000,54.430000,41.981129,235800
2016-06-15,54.090000,55.290001,53.490002,55.200001,42.575016,111500
2016-06-16,54.939999,55.779999,53.759998,55.180000,42.559597,91600
2016-06-17,55.910000,55.980000,54.020000,54.150002,41.765167,410700
2016-06-20,53.709999,55.150002,53.000000,54.860001,42.312786,172800
2016-06-21,54.430000,56.529999,54.169998,56.180000,43.330879,99900
2016-06-22,55.810001,57.009998,55.790001,56.099998,43.269180,113300
2016-06-23,56.320000,57.500000,55.810001,57.389999,44.264137,115100
2016-06-24,55.939999,58.740002,55.939999,57.169998,44.094456,117700
2016-06-27,56.790001,57.110001,53.779999,54.759998,42.235657,127500
2016-06-28,55.709999,57.939999,55.320000,57.369999,44.248714,117100
2016-06-29,58.009998,59.520000,57.869999,58.340000,44.996861,188100
2016-06-30,58.270000,59.990002,56.630001,57.259998,44.163868,205400
2016-07-01,57.830002,57.970001,55.529999,55.529999,42.829544,222900
2016-07-05,55.439999,57.180000,55.369999,56.580002,43.639393,190800
2016-07-06,55.950001,56.299999,55.049999,55.439999,42.760128,238000
2016-07-07,55.660000,56.750000,53.139999,53.560001,41.310112,339500
2016-07-08,54.110001,55.160000,51.639999,51.639999,39.829239,357600
2016-07-11,52.009998,53.560001,51.700001,52.919998,40.816486,251400
2016-07-12,53.930000,55.099998,53.490002,54.669998,42.166229,381800
2016-07-13,54.490002,55.750000,53.750000,54.970001,42.397629,214300
2016-07-14,55.230000,55.980000,54.990002,55.099998,42.497890,162400
2016-07-15,55.130001,55.869999,54.880001,55.220001,42.590450,129000
